,设备号,统计时间,用户号,频道,回看开始时间,回看结束时间,回看时长.时.,新回看时长
22240,11181,20170815,10809,湖南卫视-高清,2017-08-15 18:00:01,2017-08-15 18:04:55,0.0817,294.0
22241,11181,20170815,10809,湖南卫视-高清,2017-08-15 17:22:14,2017-08-15 17:59:53,0.6275,2259.0
22242,11181,20170815,10809,湖南卫视-高清,2017-08-15 18:04:54,2017-08-15 18:11:15,0.1058,381.0
22243,11181,20170815,10809,湖南卫视-高清,2017-08-15 18:11:14,2017-08-15 19:04:07,0.8814,3173.0
22244,11181,20170815,10809,湖南卫视-高清,2017-08-15 15:22:07,2017-08-15 15:23:38,0.0253,91.0
22245,11181,20170815,10809,湖南卫视-高清,2017-08-15 15:23:45,2017-08-15 17:22:15,1.3708,7110.0
22247,11181,20170816,10809,湖南卫视-高清,2017-08-16 17:53:07,2017-08-16 18:21:12,0.1147,1685.0
22248,11181,20170816,10809,湖南卫视-高清,2017-08-16 16:06:01,2017-08-16 17:00:33,0.9089,3272.0
22249,11181,20170816,10809,湖南卫视-高清,2017-08-16 13:37:47,2017-08-16 16:06:02,0.1006,8895.0
22252,11181,20170816,10809,湖南卫视-高清,2017-08-16 12:36:03,2017-08-16 13:37:48,1.0292,3705.0
22253,11181,20170816,10809,湖南卫视-高清,2017-08-16 20:17:36,2017-08-16 20:27:00,0.1567,564.0
22254,11181,20170816,10809,湖南卫视-高清,2017-08-16 18:27:50,2017-08-16 18:37:01,0.1531,551.0
22255,11181,20170816,10809,湖南卫视-高清,2017-08-16 18:21:10,2017-08-16 18:26:07,0.0825,297.0
22256,11181,20170816,10809,湖南卫视-高清,2017-08-16 18:37:10,2017-08-16 19:37:17,1.0019,3607.0
22257,11181,20170816,10809,湖南卫视-高清,2017-08-16 19:37:17,2017-08-16 20:17:26,0.2906,2409.0
22259,11181,20170816,10809,湖南卫视-高清,2017-08-16 17:00:44,2017-08-16 17:08:04,0.1222,440.0
22260,11181,20170816,10809,湖南卫视-高清,2017-08-16 17:08:11,2017-08-16 17:51:32,0.7225,2601.0
22262,11181,20170817,10809,湖南卫视-高清,2017-08-17 10:22:56,2017-08-17 10:35:41,0.2125,765.0
22263,11181,20170817,10809,湖南卫视-高清,2017-08-17 17:54:41,2017-08-17 18:20:34,0.3428,1553.0
22265,11181,20170817,10809,湖南卫视-高清,2017-08-17 18:21:09,2017-08-17 18:24:32,0.0564,203.0
22266,11181,20170817,10809,湖南卫视-高清,2017-08-17 18:26:03,2017-08-17 18:50:19,0.4044,1456.0
22267,11181,20170817,10809,湖南卫视-高清,2017-08-17 18:50:26,2017-08-17 21:22:16,1.3711,9110.0
22269,11181,20170817,10809,湖南卫视-高清,2017-08-17 15:32:49,2017-08-17 16:00:16,0.0044,1647.0
22271,11181,20170817,10809,湖南卫视-高清,2017-08-17 16:59:28,2017-08-17 17:54:33,0.9181,3305.0
22272,11181,20170817,10809,湖南卫视-高清,2017-08-17 16:00:23,2017-08-17 16:02:27,0.0344,124.0
22273,11181,20170817,10809,湖南卫视-高清,2017-08-17 16:02:25,2017-08-17 16:59:20,0.9486,3415.0
22274,11181,20170817,10809,湖南卫视-高清,2017-08-17 13:20:03,2017-08-17 13:31:58,0.1986,715.0
22275,11181,20170817,10809,湖南卫视-高清,2017-08-17 13:17:46,2017-08-17 13:19:56,0.0361,130.0
22276,11181,20170817,10809,湖南卫视-高清,2017-08-17 10:40:48,2017-08-17 11:34:53,0.9014,3245.0
22277,11181,20170817,10809,湖南卫视-高清,2017-08-17 12:44:39,2017-08-17 13:17:48,0.5525,1989.0
22278,11181,20170817,10809,湖南卫视-高清,2017-08-17 10:20:02,2017-08-17 10:21:29,0.0242,87.0
22279,11181,20170817,10809,湖南卫视-高清,2017-08-17 10:35:48,2017-08-17 10:38:36,0.0467,168.0
22280,11181,20170818,10809,湖南卫视-高清,2017-08-18 21:40:34,2017-08-18 21:47:27,0.1147,413.0
22281,11181,20170818,10809,湖南卫视-高清,2017-08-18 17:55:17,2017-08-18 21:40:36,1.6767,13519.0
22284,11181,20170818,10809,湖南卫视-高清,2017-08-18 16:08:58,2017-08-18 16:28:51,0.3314,1193.0
22285,11181,20170818,10809,湖南卫视-高清,2017-08-18 16:29:04,2017-08-18 16:30:13,0.0192,69.0
22286,11181,20170818,10809,湖南卫视-高清,2017-08-18 16:30:12,2017-08-18 16:57:19,0.4519,1627.0
22287,11181,20170818,10809,湖南卫视-高清,2017-08-18 15:49:12,2017-08-18 16:08:51,0.1475,1179.0
22289,11181,20170819,10809,湖南卫视-高清,2017-08-19 15:39:31,2017-08-19 15:51:23,0.1978,712.0
22290,11181,20170819,10809,东方卫视-高清,2017-08-19 16:14:15,2017-08-19 18:44:57,0.7492,9042.0
22292,11181,20170819,10809,湖南卫视-高清,2017-08-19 15:51:21,2017-08-19 16:14:16,0.2378,1375.0
22294,11181,20170819,10809,湖南卫视-高清,2017-08-19 13:02:05,2017-08-19 13:19:37,0.2922,1052.0
22295,11181,20170819,10809,湖南卫视-高清,2017-08-19 13:19:44,2017-08-19 15:38:45,1.6458,8341.0
22297,11181,20170820,10809,湖南卫视-高清,2017-08-20 11:01:23,2017-08-20 11:21:48,0.3403,1225.0
22298,11181,20170821,10809,宁夏卫视,2017-08-21 19:27:28,2017-08-21 19:38:49,0.1892,681.0
22299,11181,20170821,10809,宁夏卫视,2017-08-21 19:38:48,2017-08-21 19:44:43,0.0986,355.0
22300,11181,20170821,10809,宁夏卫视,2017-08-21 19:44:42,2017-08-21 20:32:23,0.5397,2861.0
22302,11181,20170821,10809,宁夏卫视,2017-08-21 11:22:08,2017-08-21 11:23:54,0.0294,106.0
22303,11181,20170821,10809,宁夏卫视,2017-08-21 11:08:35,2017-08-21 11:22:10,0.2264,815.0
22304,11181,20170821,10809,宁夏卫视,2017-08-21 11:23:53,2017-08-21 12:10:40,0.1778,2807.0
22306,11181,20170821,10809,宁夏卫视,2017-08-21 12:10:38,2017-08-21 19:27:30,1.4583,26212.0
22310,11181,20170821,10809,宁夏卫视,2017-08-21 09:48:36,2017-08-21 09:50:10,0.0261,94.0
22311,11181,20170821,10809,宁夏卫视,2017-08-21 10:32:30,2017-08-21 11:08:37,0.6019,2167.0
22312,11181,20170821,10809,宁夏卫视,2017-08-21 09:50:15,2017-08-21 10:32:31,0.5419,2536.0
22314,11181,20170821,10809,宁夏卫视,2017-08-21 20:34:50,2017-08-21 20:35:55,0.0181,65.0
22315,11181,20170826,10809,宁夏卫视,2017-08-26 15:16:07,2017-08-26 15:58:50,0.7119,2563.0
22316,11181,20170826,10809,宁夏卫视,2017-08-26 14:32:25,2017-08-26 15:16:08,0.7286,2623.0
22317,11181,20170829,10809,宁夏卫视,2017-08-29 19:39:34,2017-08-29 20:20:58,0.3494,2484.0
22319,11181,20170909,10809,江苏卫视-高清,2017-09-09 09:30:52,2017-09-09 09:35:00,0.0689,248.0
22320,11181,20170929,10809,东方卫视-高清,2017-09-29 15:47:09,2017-09-29 16:13:32,0.2256,1583.0
22322,11184,20170826,11005,翡翠台,2017-08-26 09:01:36,2017-08-26 09:15:59,0.2397,863.0
22323,11184,20170826,11005,翡翠台,2017-08-26 08:19:49,2017-08-26 09:01:38,0.6969,2509.0
22324,11184,20170827,11005,翡翠台,2017-08-26 22:51:02,2017-08-27 09:30:32,2.0,38370.0
22330,11184,20170828,11005,江苏卫视-高清,2017-08-28 10:59:47,2017-08-28 11:41:18,0.6919,2491.0
22331,11184,20170909,11005,东方卫视-高清,2017-09-09 22:29:04,2017-09-09 23:10:17,0.6869,2473.0
22332,11184,20170909,11005,东方卫视-高清,2017-09-09 22:23:22,2017-09-09 22:26:33,0.0531,191.0
22333,11184,20170910,11005,东方卫视-高清,2017-09-10 22:18:17,2017-09-10 23:02:51,0.7428,2674.0
22334,11184,20170910,11005,东方卫视-高清,2017-09-10 11:29:54,2017-09-10 11:42:01,0.2019,727.0
22335,11184,20170911,11005,东方卫视-高清,2017-09-11 22:38:45,2017-09-11 23:28:48,0.8342,3003.0
22346,11184,20170913,11005,翡翠台,2017-09-13 19:48:03,2017-09-13 20:13:52,0.2311,1549.0
22348,11184,20170913,11005,翡翠台,2017-09-13 18:40:55,2017-09-13 19:47:53,1.1161,4018.0
22349,11184,20170913,11005,翡翠台,2017-09-13 10:44:03,2017-09-13 11:49:47,1.0956,3944.0
22350,11184,20170913,11005,东方卫视-高清,2017-09-12 23:22:38,2017-09-13 10:42:03,0.6228,40765.0
22357,11184,20170914,11005,东方卫视-高清,2017-09-14 01:00:47,2017-09-14 11:48:30,1.8083,38863.0
22363,11184,20170914,11005,东方卫视-高清,2017-09-14 00:05:21,2017-09-14 01:00:35,0.9206,3314.0
22364,11184,20170914,11005,翡翠台,2017-09-13 23:07:22,2017-09-14 00:03:44,0.8772,3382.0
22366,11184,20170916,11005,东方卫视-高清,2017-09-16 12:10:56,2017-09-16 12:15:14,0.0717,258.0
22367,11184,20170916,11005,东方卫视-高清,2017-09-16 12:15:13,2017-09-16 12:55:15,0.6672,2402.0
22368,11184,20170917,11005,东方卫视-高清,2017-09-17 17:33:36,2017-09-17 17:35:40,0.0344,124.0
22369,11184,20170917,11005,东方卫视-高清,2017-09-17 17:35:50,2017-09-17 18:16:27,0.2742,2437.0
22371,11184,20170917,11005,东方卫视-高清,2017-09-17 16:41:27,2017-09-17 17:33:48,0.8725,3141.0
22372,11184,20170919,11005,东方卫视-高清,2017-09-19 22:07:28,2017-09-19 23:00:35,0.8853,3187.0
22373,11184,20170923,11005,东方卫视-高清,2017-09-23 20:20:05,2017-09-23 20:21:44,0.0275,99.0
22381,11184,20170924,11005,东方卫视-高清,2017-09-24 19:17:29,2017-09-24 19:55:56,0.6408,2307.0
22382,11184,20170924,11005,东方卫视-高清,2017-09-24 18:01:55,2017-09-24 18:39:40,0.6292,2265.0
22383,11184,20170924,11005,东方卫视-高清,2017-09-24 18:42:15,2017-09-24 19:17:30,0.5875,2115.0
22384,11184,20170924,11005,东方卫视-高清,2017-09-24 18:40:46,2017-09-24 18:42:16,0.025,90.0
22390,11184,20170928,11005,江苏卫视-高清,2017-09-28 21:48:35,2017-09-28 22:45:27,0.7575,3412.0
22392,11184,20170929,11005,江苏卫视-高清,2017-09-29 21:30:09,2017-09-29 22:25:45,0.4292,3336.0
22417,11185,20170711,10485,中央8台-高清,2017-07-11 19:02:31,2017-07-11 19:44:13,0.695,2502.0
22418,11185,20170711,10485,中央8台-高清,2017-07-11 19:44:11,2017-07-11 20:26:10,0.4361,2519.0
22420,11185,20170711,10485,中央8台-高清,2017-07-11 20:26:09,2017-07-11 21:08:17,0.7022,2528.0
22421,11185,20170712,10485,中央8台-高清,2017-07-12 12:48:07,2017-07-12 13:30:54,0.7131,2567.0
22422,11185,20170712,10485,中央8台-高清,2017-07-12 12:06:23,2017-07-12 12:48:07,0.6956,2504.0
22423,11185,20170712,10485,中央8台-高清,2017-07-12 13:30:52,2017-07-12 13:52:35,0.3619,1303.0
22424,11185,20170712,10485,中央4台-高清,2017-07-12 11:15:16,2017-07-12 11:36:29,0.3536,1273.0
22425,11185,20170712,10485,澳亚卫视,2017-07-12 10:43:30,2017-07-12 11:13:40,0.5028,1810.0
22426,11185,20170713,10485,中央8台-高清,2017-07-13 19:04:10,2017-07-13 19:20:18,0.2689,968.0
22427,11185,20170714,10485,中央8台-高清,2017-07-14 16:06:51,2017-07-14 16:49:14,0.7064,2543.0
22428,11185,20170715,10485,中央8台-高清,2017-07-15 17:03:02,2017-07-15 17:45:59,0.7158,2577.0
22429,11185,20170715,10485,中央8台-高清,2017-07-15 17:45:58,2017-07-15 17:49:48,0.0639,230.0
22430,11185,20170716,10485,中央8台-高清,2017-07-16 17:59:09,2017-07-16 18:00:33,0.0092,84.0
22432,11185,20170718,10485,中央8台-高清,2017-07-18 17:34:15,2017-07-18 18:17:23,0.4292,2588.0
22433,11185,20170718,10485,中央8台-高清,2017-07-18 15:42:35,2017-07-18 16:24:02,0.4006,2487.0
22435,11185,20170718,10485,中央8台-高清,2017-07-18 16:24:01,2017-07-18 17:06:15,0.7039,2534.0
22437,11185,20170719,10485,中央8台-高清,2017-07-19 21:15:46,2017-07-19 21:19:05,0.0553,199.0
22438,11185,20170719,10485,中央8台-高清,2017-07-19 21:19:04,2017-07-19 21:25:38,0.1094,394.0
22439,11185,20170719,10485,中央8台-高清,2017-07-19 21:14:15,2017-07-19 21:15:16,0.0169,61.0
22440,11185,20170821,10485,中央8台-高清,2017-08-21 21:21:28,2017-08-21 21:23:33,0.0347,125.0
22441,11185,20170902,10485,中央5台-高清,2017-09-02 18:56:32,2017-09-02 19:06:59,0.1742,627.0
22442,11185,20170903,10485,CCTV5+体育赛事,2017-09-03 20:31:34,2017-09-03 20:34:46,0.0533,192.0
22443,11185,20170904,10485,CCTV5+体育赛事,2017-09-04 18:09:39,2017-09-04 18:17:27,0.13,468.0
22444,11185,20170904,10485,CCTV5+体育赛事,2017-09-04 18:17:36,2017-09-04 18:20:28,0.0478,172.0
22445,11185,20170904,10485,CCTV5+体育赛事,2017-09-04 17:57:57,2017-09-04 18:09:23,0.1564,686.0
22447,11185,20170905,10485,中央5台-高清,2017-09-05 19:56:53,2017-09-05 19:58:07,0.0206,74.0
22448,11185,20170905,10485,中央5台-高清,2017-09-05 19:59:23,2017-09-05 20:01:46,0.0294,143.0
22450,11185,20170906,10485,CCTV5+体育赛事,2017-09-06 19:29:01,2017-09-06 19:36:40,0.1275,459.0
22451,11185,20170924,10485,澳亚卫视,2017-09-24 15:42:12,2017-09-24 16:29:31,0.2967,2839.0
22452,11185,20170924,10485,中央6台-高清,2017-09-24 20:34:15,2017-09-24 20:39:55,0.0944,340.0
22454,11195,20170711,11080,东方卫视-高清,2017-07-11 00:24:50,2017-07-11 00:41:36,0.2794,1006.0
22455,11195,20170711,11080,东方卫视-高清,2017-07-10 23:44:36,2017-07-11 00:24:38,0.2567,2402.0
22457,11195,20170712,11080,东方卫视-高清,2017-07-12 00:06:05,2017-07-12 09:08:10,1.1361,32525.0
22462,11195,20170712,11080,东方卫视-高清,2017-07-11 23:26:07,2017-07-12 00:05:59,0.5647,2392.0
22464,11195,20170713,11080,东方卫视-高清,2017-07-13 21:26:03,2017-07-13 21:28:02,0.0331,119.0
22465,11195,20170714,11080,东方卫视-高清,2017-07-14 22:46:04,2017-07-14 23:40:03,0.8997,3239.0
22466,11195,20170714,11080,东方卫视-高清,2017-07-14 22:04:31,2017-07-14 22:46:05,0.6928,2494.0
22467,11195,20170716,11080,东方卫视-高清,2017-07-16 12:50:05,2017-07-16 12:54:21,0.0711,256.0
22468,11195,20170716,11080,东方卫视-高清,2017-07-16 12:10:00,2017-07-16 12:49:57,0.6658,2397.0
22469,11195,20170716,11080,东方卫视-高清,2017-07-16 11:37:19,2017-07-16 12:09:45,0.1625,1946.0
22471,11195,20170716,11080,东方卫视-高清,2017-07-15 21:45:00,2017-07-16 11:36:44,2.0,49904.0
22479,11195,20170717,11080,东方卫视-高清,2017-07-17 01:33:58,2017-07-17 02:14:03,0.2342,2405.0
22481,11195,20170717,11080,东方卫视-高清,2017-07-17 01:23:27,2017-07-17 01:33:02,0.1597,575.0
22482,11195,20170722,11080,东方卫视-高清,2017-07-22 18:59:32,2017-07-22 19:13:16,0.2289,824.0
22483,11195,20170722,11080,东方卫视-高清,2017-07-22 15:40:42,2017-07-22 18:59:20,0.9889,11918.0
22486,11195,20170722,11080,浙江卫视-高清,2017-07-22 11:30:13,2017-07-22 15:39:55,1.6653,14982.0
22489,11195,20170722,11080,东方卫视-高清,2017-07-22 11:08:15,2017-07-22 11:30:15,0.3667,1320.0
22490,11195,20170722,11080,东方卫视-高清,2017-07-22 10:29:34,2017-07-22 11:08:16,0.645,2322.0
22491,11195,20170724,11080,东方卫视-高清,2017-07-24 01:37:21,2017-07-24 08:34:06,0.5683,25005.0
22496,11195,20170724,11080,东方卫视-高清,2017-07-24 00:56:29,2017-07-24 01:37:05,0.6767,2436.0
22497,11195,20170724,11080,东方卫视-高清,2017-07-24 00:08:39,2017-07-24 00:56:22,0.7953,2863.0
22498,11195,20170727,11080,东方卫视-高清,2017-07-27 12:26:20,2017-07-27 13:11:16,0.7489,2696.0
22499,11195,20170813,11080,湖南卫视-高清,2017-08-13 15:44:35,2017-08-13 16:39:08,0.6522,3273.0
22501,11195,20170813,11080,湖南卫视-高清,2017-08-13 14:52:34,2017-08-13 15:44:23,0.8636,3109.0
22502,11195,20170820,11080,浙江卫视-高清,2017-08-20 00:33:27,2017-08-20 00:35:49,0.0394,142.0
22503,11195,20170820,11080,浙江卫视-高清,2017-08-20 00:35:47,2017-08-20 00:37:03,0.0211,76.0
22504,11195,20170820,11080,浙江卫视-高清,2017-08-19 22:33:57,2017-08-20 00:33:09,1.4342,7152.0
22506,11195,20170904,11080,东方卫视-高清,2017-09-04 12:21:54,2017-09-04 13:00:54,0.65,2340.0
22507,11195,20170916,11080,东方卫视-高清,2017-09-16 21:47:38,2017-09-16 22:41:49,0.6969,3251.0
22509,11195,20170917,11080,东方卫视-高清,2017-09-16 23:28:18,2017-09-17 00:05:57,0.5283,2259.0
22511,11195,20170919,11080,东方卫视-高清,2017-09-19 23:00:21,2017-09-19 23:08:53,0.1422,512.0
22512,11195,20170921,11080,江苏卫视-高清,2017-09-21 22:07:32,2017-09-21 22:57:14,0.8283,2982.0
22513,11195,20170922,11080,东方卫视-高清,2017-09-22 11:46:51,2017-09-22 12:09:16,0.1544,1345.0
22515,11195,20170922,11080,东方卫视-高清,2017-09-22 11:04:27,2017-09-22 11:07:11,0.0456,164.0
22516,11195,20170922,11080,翡翠台,2017-09-22 10:51:41,2017-09-22 10:53:08,0.0242,87.0
22517,11195,20170925,11080,东方卫视-高清,2017-09-25 21:55:08,2017-09-25 22:53:59,0.8997,3531.0
22530,11195,20170928,11080,东方卫视-高清,2017-09-28 12:06:22,2017-09-28 17:27:11,1.4531,19249.0
22533,11195,20170929,11080,东方卫视-高清,2017-09-28 22:30:00,2017-09-29 00:28:43,1.5,7123.0
22535,11196,20170707,11054,翡翠台,2017-07-07 21:41:41,2017-07-07 22:04:17,0.0714,1356.0
22537,11196,20170707,11054,翡翠台,2017-07-07 22:04:16,2017-07-07 22:27:00,0.3789,1364.0
22538,11196,20170707,11054,翡翠台,2017-07-07 20:19:30,2017-07-07 20:46:54,0.4567,1644.0
22539,11196,20170707,11054,翡翠台,2017-07-07 21:17:04,2017-07-07 21:41:42,0.4106,1478.0
22540,11196,20170707,11054,翡翠台,2017-07-07 20:47:43,2017-07-07 21:17:06,0.4897,1763.0
22541,11196,20170708,11054,翡翠台,2017-07-08 22:17:08,2017-07-08 23:07:15,0.8353,3007.0
22542,11196,20170716,11054,翡翠台,2017-07-16 23:21:59,2017-07-16 23:44:34,0.3764,1355.0
22543,11196,20170717,11054,翡翠台,2017-07-17 00:06:56,2017-07-17 00:31:26,0.4083,1470.0
22544,11196,20170717,11054,翡翠台,2017-07-17 00:31:48,2017-07-17 00:54:44,0.3822,1376.0
22545,11196,20170717,11054,翡翠台,2017-07-16 23:44:33,2017-07-17 00:06:57,0.2575,1344.0
22547,11196,20170723,11054,翡翠台,2017-07-23 23:18:40,2017-07-23 23:39:08,0.3411,1228.0
22548,11196,20170723,11054,翡翠台,2017-07-23 22:03:57,2017-07-23 22:28:01,0.4011,1444.0
22549,11196,20170723,11054,翡翠台,2017-07-23 22:54:36,2017-07-23 23:18:41,0.4014,1445.0
22550,11196,20170723,11054,翡翠台,2017-07-23 22:28:15,2017-07-23 22:54:37,0.4394,1582.0
22551,11196,20170723,11054,翡翠台,2017-07-23 21:41:44,2017-07-23 22:03:58,0.0661,1334.0
22553,11196,20170723,11054,浙江卫视-高清,2017-07-23 14:03:38,2017-07-23 16:08:01,0.1336,7463.0
22555,11196,20170724,11054,翡翠台,2017-07-24 00:17:52,2017-07-24 00:36:38,0.3128,1126.0
22556,11196,20170724,11054,翡翠台,2017-07-23 23:39:07,2017-07-24 00:17:54,0.3481,2327.0
22558,11196,20170729,11054,浙江卫视-高清,2017-07-29 19:12:14,2017-07-29 21:08:34,1.1428,6980.0
22560,11196,20170730,11054,翡翠台,2017-07-30 14:44:15,2017-07-30 15:08:48,0.4092,1473.0
22561,11196,20170730,11054,翡翠台,2017-07-30 15:08:47,2017-07-30 16:00:10,0.0028,3083.0
22563,11196,20170730,11054,翡翠台,2017-07-30 13:54:43,2017-07-30 14:18:46,0.3128,1443.0
22565,11196,20170730,11054,翡翠台,2017-07-30 14:18:45,2017-07-30 14:43:51,0.4183,1506.0
22566,11196,20170730,11054,翡翠台,2017-07-30 13:30:07,2017-07-30 13:54:44,0.4103,1477.0
22567,11196,20170730,11054,翡翠台,2017-07-30 13:04:56,2017-07-30 13:30:08,0.42,1512.0
22568,11196,20170805,11054,翡翠台,2017-08-05 21:42:28,2017-08-05 22:40:32,0.6756,3484.0
22570,11196,20170805,11054,翡翠台,2017-08-05 21:30:40,2017-08-05 21:42:30,0.1972,710.0
22571,11196,20170805,11054,翡翠台,2017-08-05 19:28:14,2017-08-05 21:30:02,1.5006,7308.0
22573,11196,20170806,11054,翡翠台,2017-08-06 21:33:22,2017-08-06 22:30:52,0.5144,3450.0
22575,11196,20170806,11054,翡翠台,2017-08-06 20:36:06,2017-08-06 21:33:23,0.9547,3437.0
22576,11196,20170809,11054,翡翠台,2017-08-09 22:03:12,2017-08-09 23:00:06,0.9483,3414.0
22577,11196,20170812,11054,深圳卫视-高清,2017-08-12 11:37:39,2017-08-12 11:40:22,0.0453,163.0
22578,11196,20170812,11054,湖南卫视-高清,2017-08-12 11:41:27,2017-08-12 12:07:48,0.13,1581.0
22580,11196,20170812,11054,湖南卫视-高清,2017-08-12 15:54:15,2017-08-12 17:31:10,1.5194,5815.0
22582,11196,20170812,11054,浙江卫视-高清,2017-08-12 13:53:23,2017-08-12 15:52:30,1.875,7147.0
22584,11196,20170812,11054,深圳卫视-高清,2017-08-12 13:07:49,2017-08-12 13:51:26,0.7269,2617.0
22585,11196,20170812,11054,深圳卫视-高清,2017-08-12 12:07:47,2017-08-12 13:07:50,1.0008,3603.0
22586,11196,20170813,11054,翡翠台,2017-08-13 17:52:26,2017-08-13 18:12:54,0.215,1228.0
22588,11196,20170813,11054,翡翠台,2017-08-13 17:30:41,2017-08-13 17:52:28,0.3631,1307.0
22589,11196,20170813,11054,翡翠台,2017-08-13 17:11:08,2017-08-13 17:30:42,0.3261,1174.0
22590,11196,20170813,11054,翡翠台,2017-08-13 16:53:15,2017-08-13 17:11:09,0.2983,1074.0
22591,11196,20170813,11054,翡翠台,2017-08-13 16:32:26,2017-08-13 16:52:33,0.3353,1207.0
22592,11196,20170818,11054,翡翠台,2017-08-18 22:32:27,2017-08-18 23:06:13,0.5628,2026.0
22593,11196,20170819,11054,浙江卫视-高清,2017-08-19 20:48:17,2017-08-19 22:47:11,0.7864,7134.0
22595,11196,20170819,11054,翡翠台,2017-08-19 00:06:49,2017-08-19 00:57:17,0.8411,3028.0
22596,11196,20170819,11054,翡翠台,2017-08-18 23:06:12,2017-08-19 00:06:17,0.8967,3605.0
22598,11196,20170821,11054,翡翠台,2017-08-21 22:58:21,2017-08-21 23:49:04,0.8453,3043.0
22599,11196,20170821,11054,翡翠台,2017-08-21 22:56:48,2017-08-21 22:57:59,0.0197,71.0
22600,11196,20170821,11054,湖南卫视-高清,2017-08-20 22:50:53,2017-08-21 00:27:05,1.1519,5772.0
22602,11196,20170822,11054,翡翠台,2017-08-21 23:49:27,2017-08-22 00:17:04,0.1758,1657.0
22604,11196,20170826,11054,深圳卫视-高清,2017-08-26 19:31:19,2017-08-26 19:33:12,0.0314,113.0
22605,11196,20170827,11054,翡翠台,2017-08-27 09:16:09,2017-08-27 09:37:00,0.3475,1251.0
22606,11196,20170827,11054,翡翠台,2017-08-27 20:27:25,2017-08-27 21:20:43,0.8883,3198.0
22607,11196,20170827,11054,翡翠台,2017-08-27 13:01:12,2017-08-27 13:27:06,0.4317,1554.0
22608,11196,20170827,11054,深圳卫视-高清,2017-08-27 11:42:02,2017-08-27 13:01:13,1.0203,4751.0
22610,11196,20170827,11054,湖南卫视-高清,2017-08-27 11:22:20,2017-08-27 11:42:04,0.3289,1184.0
22611,11196,20170827,11054,湖南卫视-高清,2017-08-27 11:07:18,2017-08-27 11:22:21,0.2508,903.0
22612,11196,20170827,11054,翡翠台,2017-08-27 09:50:08,2017-08-27 09:57:02,0.115,414.0
