,设备号,统计日期,二级目录,影片名称,观看开始时间,观看结束时间,用户号,观看时长
29983,11098,20170821,精彩点,秦时丽人明月心,2017-08-21 19:40:41,2017-08-21 20:16:46,11094,2165.0
29984,11098,20170821,精彩点,绝世高手,2017-08-21 18:36:35,2017-08-21 19:01:22,11094,1487.0
29985,11098,20170821,精彩点,醉玲珑,2017-08-21 18:29:03,2017-08-21 18:35:38,11094,395.0
29987,11098,20170821,精彩点,秦时丽人明月心,2017-08-21 19:02:33,2017-08-21 19:40:43,11094,2290.0
29988,11098,20170825,精彩点,醉玲珑,2017-08-25 23:28:39,2017-08-25 23:30:54,11094,135.0
29989,11098,20170825,精彩点,醉玲珑,2017-08-25 21:53:19,2017-08-25 21:55:14,11094,115.0
29990,11098,20170826,精彩点,醉玲珑,2017-08-26 00:08:28,2017-08-26 00:19:26,11094,658.0
29991,11098,20170826,精彩点,醉玲珑,2017-08-25 23:30:53,2017-08-26 00:08:20,11094,2247.0
29992,11098,20170827,精彩点,秦时丽人明月心,2017-08-27 10:24:58,2017-08-27 11:01:20,11094,2182.0
29993,11098,20170827,精彩点,秦时丽人明月心,2017-08-27 11:01:19,2017-08-27 11:51:02,11094,2983.0
29994,11098,20170828,精彩点,秦时丽人明月心,2017-08-28 23:37:28,2017-08-28 23:39:14,11094,106.0
29995,11098,20170831,精彩点,醉玲珑,2017-08-31 00:02:13,2017-08-31 00:05:05,11094,172.0
29996,11098,20170831,精彩点,醉玲珑,2017-08-31 19:47:42,2017-08-31 20:25:17,11094,2255.0
29997,11098,20170831,精彩点,醉玲珑,2017-08-31 22:39:10,2017-08-31 22:43:50,11094,280.0
29998,11098,20170831,精彩点,醉玲珑,2017-08-31 19:21:25,2017-08-31 19:47:24,11094,1559.0
29999,11098,20170902,精彩点,核子母舰遇险记,2017-09-02 18:06:24,2017-09-02 19:31:06,11094,5082.0
30000,11098,20170902,精彩点,盲约,2017-09-02 17:24:34,2017-09-02 18:04:58,11094,2424.0
30002,11098,20170903,精彩点,醉玲珑,2017-09-03 23:49:58,2017-09-03 23:51:13,11094,75.0
30003,11098,20170903,精彩点,醉玲珑,2017-09-03 14:35:53,2017-09-03 15:16:56,11094,2463.0
30004,11098,20170903,精彩点,醉玲珑,2017-09-03 15:16:55,2017-09-03 15:55:23,11094,2308.0
30005,11098,20170903,精彩点,醉玲珑,2017-09-03 20:04:52,2017-09-03 20:06:37,11094,105.0
30006,11098,20170904,精彩点,醉玲珑,2017-09-03 23:51:12,2017-09-04 00:09:25,11094,1093.0
30007,11098,20170904,精彩点,醉玲珑,2017-09-04 19:54:17,2017-09-04 20:26:42,11094,1945.0
30008,11098,20170904,精彩点,醉玲珑,2017-09-04 00:09:23,2017-09-04 00:17:42,11094,499.0
30009,11098,20170905,精彩点,醉玲珑,2017-09-05 18:59:24,2017-09-05 19:15:50,11094,986.0
30010,11098,20170905,精彩点,醉玲珑,2017-09-05 19:15:49,2017-09-05 19:44:17,11094,1708.0
30011,11098,20170922,精彩点,醉玲珑,2017-09-22 22:51:49,2017-09-22 23:05:10,11094,801.0
30012,11098,20170922,精彩点,美味奇缘,2017-09-22 22:20:33,2017-09-22 22:25:19,11094,286.0
30013,11098,20170922,精彩点,美味奇缘,2017-09-22 19:48:38,2017-09-22 20:34:34,11094,2756.0
30014,11098,20170922,精彩点,美味奇缘,2017-09-22 21:14:12,2017-09-22 21:59:25,11094,2713.0
30015,11098,20170922,精彩点,美味奇缘,2017-09-22 19:12:30,2017-09-22 19:48:40,11094,2170.0
30016,11098,20170922,精彩点,醉玲珑,2017-09-22 22:48:34,2017-09-22 22:51:51,11094,197.0
30017,11098,20170922,精彩点,美味奇缘,2017-09-22 20:35:09,2017-09-22 21:14:14,11094,2345.0
30018,11098,20170922,精彩点,美味奇缘,2017-09-22 21:59:24,2017-09-22 22:20:35,11094,1271.0
30019,11098,20170922,精彩点,美味奇缘,2017-09-22 18:29:03,2017-09-22 19:12:31,11094,2608.0
30020,11098,20170922,精彩点,美味奇缘,2017-09-22 22:42:04,2017-09-22 22:48:35,11094,391.0
30021,11098,20170924,精彩点,美味奇缘,2017-09-24 13:12:08,2017-09-24 13:41:18,11094,1750.0
30022,11098,20170924,精彩点,夏至未至,2017-09-24 16:33:27,2017-09-24 17:06:53,11094,2006.0
30023,11098,20170924,精彩点,欢乐颂2,2017-09-24 17:49:41,2017-09-24 18:05:38,11094,957.0
30024,11098,20170924,精彩点,欢乐颂2,2017-09-24 17:08:14,2017-09-24 17:49:12,11094,2458.0
30025,11098,20170925,精彩点,那年花开月正圆,2017-09-25 19:44:13,2017-09-25 20:32:35,11094,2902.0
30026,11098,20170925,精彩点,那年花开月正圆,2017-09-25 19:08:10,2017-09-25 19:44:05,11094,2155.0
30027,11098,20170925,精彩点,那年花开月正圆,2017-09-25 22:12:00,2017-09-25 22:51:30,11094,2370.0
30028,11098,20170925,精彩点,那年花开月正圆,2017-09-25 22:51:37,2017-09-25 23:35:27,11094,2630.0
30029,11098,20170926,精彩点,那年花开月正圆,2017-09-26 17:12:09,2017-09-26 17:28:36,11094,987.0
30030,11098,20170926,精彩点,那年花开月正圆,2017-09-25 23:35:26,2017-09-26 00:15:05,11094,2379.0
30031,11098,20170927,精彩点,醉玲珑,2017-09-27 23:38:53,2017-09-27 23:40:33,11094,100.0
30032,11098,20170927,精彩点,醉玲珑,2017-09-27 23:15:29,2017-09-27 23:38:44,11094,1395.0
30033,11098,20170929,精彩点,那年花开月正圆,2017-09-29 00:40:36,2017-09-29 00:52:22,11094,706.0
30034,11098,20170929,精彩点,那年花开月正圆,2017-09-28 23:56:28,2017-09-29 00:39:28,11094,2580.0
30035,11098,20170929,精彩点,那年花开月正圆,2017-09-29 00:39:36,2017-09-29 00:40:37,11094,61.0
30036,11100,20170704,精彩点,越狱 第一季,2017-07-04 10:05:57,2017-07-04 10:12:51,10302,414.0
30037,11100,20170704,精彩点,越狱 第一季,2017-07-04 09:41:17,2017-07-04 10:04:02,10302,1365.0
30038,11100,20170705,精彩点,越狱 第一季,2017-07-05 19:20:05,2017-07-05 19:53:25,10302,2000.0
30039,11100,20170706,精彩点,越狱 第一季,2017-07-06 17:53:56,2017-07-06 18:29:26,10302,2130.0
30040,11100,20170706,精彩点,越狱 第一季,2017-07-06 19:13:54,2017-07-06 19:48:27,10302,2073.0
30041,11100,20170706,精彩点,越狱 第一季,2017-07-06 17:14:58,2017-07-06 17:53:58,10302,2340.0
30042,11100,20170706,精彩点,越狱 第一季,2017-07-06 18:29:25,2017-07-06 19:13:57,10302,2672.0
30043,11100,20170706,精彩点,越狱 第一季,2017-07-06 16:37:13,2017-07-06 17:14:59,10302,2266.0
30044,11100,20170707,精彩点,越狱 第一季,2017-07-07 09:11:07,2017-07-07 09:12:08,10302,61.0
30045,11100,20170707,精彩点,越狱 第一季,2017-07-07 11:04:24,2017-07-07 11:32:49,10302,1705.0
30046,11100,20170707,精彩点,越狱 第四季,2017-07-07 16:18:13,2017-07-07 16:25:41,10302,448.0
30047,11100,20170707,精彩点,越狱 第二季,2017-07-07 15:02:22,2017-07-07 15:21:15,10302,1133.0
30048,11100,20170707,精彩点,越狱 第一季,2017-07-07 11:32:47,2017-07-07 12:09:37,10302,2210.0
30049,11100,20170707,精彩点,越狱 第一季,2017-07-07 13:50:42,2017-07-07 13:53:37,10302,175.0
30050,11100,20170707,精彩点,越狱 第一季,2017-07-07 10:33:54,2017-07-07 11:04:25,10302,1831.0
30051,11100,20170707,精彩点,越狱 第一季,2017-07-07 09:12:07,2017-07-07 09:51:10,10302,2343.0
30052,11100,20170707,精彩点,越狱 第一季,2017-07-07 09:51:08,2017-07-07 10:33:56,10302,2568.0
30053,11100,20170707,精彩点,越狱 第一季,2017-07-07 13:53:35,2017-07-07 14:33:57,10302,2422.0
30054,11100,20170707,精彩点,越狱 第四季,2017-07-07 15:21:13,2017-07-07 16:17:51,10302,3398.0
30055,11100,20170707,精彩点,越狱 第二季,2017-07-07 14:33:55,2017-07-07 15:02:23,10302,1708.0
30056,11100,20170708,精彩点,变形金刚2 ,2017-07-08 20:50:22,2017-07-08 23:15:56,10302,8734.0
30058,11100,20170708,精彩点,魔弦传说,2017-07-08 20:41:04,2017-07-08 20:50:12,10302,548.0
30060,11100,20170709,精彩点,万象：短路的大脑-欺骗与虚幻,2017-07-09 11:21:16,2017-07-09 11:23:20,10302,124.0
30061,11100,20170709,精彩点,自然：野性的终结,2017-07-09 11:42:53,2017-07-09 12:11:28,10302,1715.0
30062,11100,20170709,精彩点,万象：短路的大脑-迷信,2017-07-09 11:23:18,2017-07-09 11:42:55,10302,1177.0
30063,11100,20170709,精彩点,万象：极速猎杀-底层丛林,2017-07-09 12:12:08,2017-07-09 12:27:16,10302,908.0
30064,11100,20170722,热点专题,与女人们的对话,2017-07-22 23:00:53,2017-07-22 23:03:40,10302,167.0
30065,11100,20170722,精彩点,寻找心中的你,2017-07-22 22:56:25,2017-07-22 22:58:10,10302,105.0
30066,11100,20170722,热点专题,北京爱情故事,2017-07-22 22:28:01,2017-07-22 22:49:28,10302,1287.0
30067,11100,20170722,精彩点,阿拉丁与神灯,2017-07-22 20:22:16,2017-07-22 22:09:17,10302,6421.0
30068,11100,20170722,热点专题,迷失东京,2017-07-22 23:04:26,2017-07-22 23:19:01,10302,875.0
30069,11100,20170722,精彩点,诺丁山,2017-07-22 22:49:27,2017-07-22 22:56:27,10302,420.0
30071,11100,20170722,精彩点,阿拉丁与神灯,2017-07-22 22:24:50,2017-07-22 22:28:03,10302,193.0
30074,11100,20170722,热点专题,念念,2017-07-22 22:58:09,2017-07-22 23:00:55,10302,166.0
30078,11100,20170729,精彩点,建国大业,2017-07-29 20:53:05,2017-07-29 23:12:29,10302,8364.0
30079,11100,20170730,精彩点,迷失东京,2017-07-30 15:17:45,2017-07-30 15:33:24,10302,939.0
30080,11100,20170730,精彩点,互换身体,2017-07-30 12:28:54,2017-07-30 14:01:00,10302,5526.0
30083,11100,20170810,精彩点,天使与魔鬼,2017-08-10 12:54:58,2017-08-10 14:04:35,10302,4177.0
30085,11100,20170812,精彩点,龙拳天下,2017-08-12 22:14:03,2017-08-12 22:16:20,10302,137.0
30086,11100,20170812,精彩点,冰河世纪4,2017-08-12 22:24:12,2017-08-12 23:47:17,10302,4985.0
30089,11100,20170819,精彩点,疯岳撬佳人,2017-08-19 21:10:39,2017-08-19 22:44:04,10302,5605.0
30090,11100,20170819,热点专题,冰河世纪4,2017-08-19 21:08:35,2017-08-19 21:10:41,10302,126.0
30093,11100,20170829,精彩点,疯岳撬佳人,2017-08-29 11:37:50,2017-08-29 11:42:16,10302,266.0
30094,11100,20170829,热点专题,冰河世纪3：恐龙现身,2017-08-29 11:42:15,2017-08-29 13:10:48,10302,5313.0
30096,11100,20170829,精彩点,第七谎言,2017-08-29 14:04:13,2017-08-29 14:07:30,10302,197.0
30097,11100,20170829,精彩点,澳洲乱世情,2017-08-29 14:07:28,2017-08-29 15:43:47,10302,5779.0
30101,11100,20170902,热点专题,冰河世纪1,2017-09-02 22:40:43,2017-09-02 22:43:59,10302,196.0
30103,11100,20170902,精彩点,澳洲乱世情,2017-09-02 21:09:29,2017-09-02 21:11:05,10302,96.0
30105,11100,20170903,热点专题,冰河世纪1,2017-09-02 22:45:21,2017-09-03 10:19:58,10302,41677.0
30107,11100,20170903,热点专题,冰河世纪1,2017-09-03 10:19:57,2017-09-03 10:39:35,10302,1178.0
30109,11101,20170708,精彩点,大军师司马懿之军师联盟,2017-07-08 09:38:08,2017-07-08 10:58:59,10664,4851.0
30110,11101,20170708,精彩点,大军师司马懿之军师联盟,2017-07-08 14:56:20,2017-07-08 15:10:27,10664,847.0
30111,11101,20170708,精彩点,大军师司马懿之军师联盟,2017-07-08 15:10:26,2017-07-08 15:51:59,10664,2493.0
30112,11101,20170708,精彩点,大军师司马懿之军师联盟,2017-07-08 10:58:58,2017-07-08 14:56:21,10664,14243.0
30113,11101,20170709,精彩点,大军师司马懿之军师联盟,2017-07-09 20:26:32,2017-07-09 23:19:44,10664,10392.0
30114,11101,20170709,精彩点,大军师司马懿之军师联盟,2017-07-09 23:19:43,2017-07-09 23:55:54,10664,2171.0
30115,11101,20170709,精彩点,大军师司马懿之军师联盟,2017-07-09 20:01:44,2017-07-09 20:26:33,10664,1489.0
30116,11101,20170722,精彩点,大军师司马懿之军师联盟,2017-07-22 23:02:39,2017-07-22 23:04:55,10664,136.0
30117,11101,20170725,精彩点,大军师司马懿之军师联盟,2017-07-25 00:12:58,2017-07-25 00:55:29,10664,2551.0
30118,11101,20170725,精彩点,大军师司马懿之军师联盟,2017-07-25 00:01:43,2017-07-25 00:12:59,10664,676.0
30119,11101,20170727,精彩点,大军师司马懿之军师联盟,2017-07-26 23:57:59,2017-07-27 00:39:43,10664,2504.0
30120,11101,20170728,精彩点,大军师司马懿之军师联盟,2017-07-28 22:58:52,2017-07-28 23:40:32,10664,2500.0
30121,11101,20170728,精彩点,大军师司马懿之军师联盟,2017-07-28 22:45:37,2017-07-28 22:49:16,10664,219.0
30122,11101,20170728,精彩点,大军师司马懿之军师联盟,2017-07-28 22:17:44,2017-07-28 22:37:54,10664,1210.0
30123,11101,20170728,精彩点,大军师司马懿之军师联盟,2017-07-28 23:40:31,2017-07-28 23:54:20,10664,829.0
30124,11101,20170728,精彩点,大军师司马懿之军师联盟,2017-07-28 21:58:25,2017-07-28 22:17:24,10664,1139.0
30125,11101,20170728,精彩点,大军师司马懿之军师联盟,2017-07-28 22:37:53,2017-07-28 22:41:31,10664,218.0
30126,11101,20170728,精彩点,大军师司马懿之军师联盟,2017-07-28 22:41:27,2017-07-28 22:45:40,10664,253.0
30127,11101,20170728,精彩点,大军师司马懿之军师联盟,2017-07-28 22:49:07,2017-07-28 22:58:54,10664,587.0
30128,11101,20170730,精彩点,大军师司马懿之军师联盟,2017-07-30 12:23:56,2017-07-30 12:36:32,10664,756.0
30129,11101,20170730,精彩点,大军师司马懿之军师联盟,2017-07-30 11:31:51,2017-07-30 12:23:57,10664,3126.0
30130,11101,20170730,精彩点,大军师司马懿之军师联盟,2017-07-30 10:54:19,2017-07-30 11:15:36,10664,1277.0
30131,11101,20170730,精彩点,大军师司马懿之军师联盟,2017-07-30 10:34:01,2017-07-30 10:54:23,10664,1222.0
30132,11101,20170730,精彩点,大军师司马懿之军师联盟,2017-07-30 12:36:31,2017-07-30 12:40:50,10664,259.0
30133,11101,20170730,精彩点,大军师司马懿之军师联盟,2017-07-30 11:15:35,2017-07-30 11:32:04,10664,989.0
30134,11101,20170804,热点专题,哈利波特5：凤凰会的密令,2017-08-04 22:56:23,2017-08-04 23:29:16,10664,1973.0
30135,11101,20170804,精彩点,新侠客行,2017-08-04 23:29:15,2017-08-04 23:31:50,10664,155.0
30136,11101,20170805,精彩点,择天记,2017-08-05 18:35:43,2017-08-05 19:18:18,10664,2555.0
30137,11101,20170805,精彩点,择天记,2017-08-05 19:18:17,2017-08-05 19:42:55,10664,1478.0
30138,11101,20170805,精彩点,择天记,2017-08-05 17:56:22,2017-08-05 18:35:44,10664,2362.0
30139,11101,20170810,精彩点,择天记,2017-08-10 23:22:40,2017-08-10 23:42:03,10664,1163.0
30140,11101,20170810,精彩点,择天记,2017-08-10 22:35:08,2017-08-10 22:45:59,10664,651.0
30141,11101,20170810,精彩点,择天记,2017-08-10 22:11:35,2017-08-10 22:35:08,10664,1413.0
30142,11101,20170810,精彩点,择天记,2017-08-10 22:45:57,2017-08-10 23:22:41,10664,2204.0
30143,11101,20170821,精彩点,择天记,2017-08-21 23:22:04,2017-08-21 23:59:36,10664,2252.0
30144,11101,20170822,精彩点,择天记,2017-08-22 00:32:39,2017-08-22 00:49:29,10664,1010.0
30145,11101,20170822,精彩点,择天记,2017-08-22 01:06:15,2017-08-22 01:31:35,10664,1520.0
30146,11101,20170822,精彩点,择天记,2017-08-21 23:59:35,2017-08-22 00:32:40,10664,1985.0
30147,11101,20170822,精彩点,择天记,2017-08-22 00:49:39,2017-08-22 01:06:16,10664,997.0
30148,11101,20170822,精彩点,择天记,2017-08-22 01:46:50,2017-08-22 02:06:31,10664,1181.0
30149,11101,20170822,精彩点,择天记,2017-08-22 01:31:34,2017-08-22 01:46:52,10664,918.0
30150,11101,20170822,精彩点,择天记,2017-08-22 02:06:26,2017-08-22 02:22:57,10664,991.0
30151,11101,20170823,精彩点,霍比特人：五军之战,2017-08-22 21:57:30,2017-08-23 00:06:29,10664,7739.0
30153,11101,20170824,热点专题,大秦帝国之崛起,2017-08-24 22:49:46,2017-08-24 22:55:35,10664,349.0
30154,11101,20170824,精彩点,08月19日 跨界喜剧王 第二季：啜妮续演前半生柯蓝演绎谈判专家,2017-08-24 22:55:34,2017-08-24 22:57:26,10664,112.0
30155,11101,20170824,精彩点,超时空男臣,2017-08-24 22:57:25,2017-08-24 23:39:21,10664,2516.0
30156,11101,20170826,精彩点,超时空男臣,2017-08-26 00:22:04,2017-08-26 00:52:10,10664,1806.0
30157,11101,20170826,精彩点,超时空男臣,2017-08-26 22:31:41,2017-08-26 22:46:21,10664,880.0
30158,11101,20170826,精彩点,超时空男臣,2017-08-26 22:46:25,2017-08-26 23:24:21,10664,2276.0
30159,11101,20170826,精彩点,超时空男臣,2017-08-26 21:35:08,2017-08-26 22:29:23,10664,3255.0
30160,11101,20170826,精彩点,超时空男臣,2017-08-26 00:52:09,2017-08-26 01:26:52,10664,2083.0
30161,11101,20170827,精彩点,超时空男臣,2017-08-27 21:19:20,2017-08-27 23:10:54,10664,6694.0
30162,11101,20170827,精彩点,超时空男臣,2017-08-27 00:12:36,2017-08-27 00:31:05,10664,1109.0
30164,11101,20170827,精彩点,超时空男臣,2017-08-26 23:24:19,2017-08-27 00:09:04,10664,2685.0
30165,11101,20170827,精彩点,超时空男臣,2017-08-27 23:48:31,2017-08-27 23:51:45,10664,194.0
30169,11101,20170828,精彩点,超时空男臣,2017-08-27 23:52:03,2017-08-28 00:05:33,10664,810.0
30171,11101,20170908,精彩点,超时空男臣,2017-09-08 19:10:06,2017-09-08 19:52:18,10664,2532.0
30172,11101,20170908,精彩点,超时空男臣,2017-09-08 18:45:03,2017-09-08 19:10:07,10664,1504.0
30173,11101,20170908,热点专题,超凡蜘蛛侠2,2017-09-08 18:33:38,2017-09-08 18:44:00,10664,622.0
30175,11101,20170908,精彩点,超时空男臣,2017-09-08 19:52:23,2017-09-08 20:16:18,10664,1435.0
30177,11101,20170909,精彩点,超时空男臣,2017-09-08 20:16:16,2017-09-09 00:14:39,10664,14303.0
30178,11101,20170917,精彩点,猩球崛起2：黎明之战,2017-09-17 22:32:06,2017-09-17 22:59:55,10664,1669.0
30180,11101,20170919,精彩点,我的前半生,2017-09-19 22:29:42,2017-09-19 23:14:39,10664,2697.0
30181,11101,20170919,精彩点,我的前半生,2017-09-19 23:14:37,2017-09-19 23:57:17,10664,2560.0
30182,11101,20170919,精彩点,我的前半生,2017-09-19 22:21:23,2017-09-19 22:29:36,10664,493.0
30183,11101,20170920,精彩点,我的前半生,2017-09-19 23:57:23,2017-09-20 00:39:43,10664,2540.0
30184,11101,20170924,精彩点,我的前半生,2017-09-24 20:34:43,2017-09-24 23:46:00,10664,11477.0
30185,11101,20170925,精彩点,我的前半生,2017-09-25 22:35:26,2017-09-25 23:15:26,10664,2400.0
30186,11101,20170925,精彩点,我的前半生,2017-09-24 23:45:59,2017-09-25 00:06:39,10664,1240.0
30187,11101,20170930,精彩点,我的前半生,2017-09-30 21:17:00,2017-09-30 21:58:12,10664,2472.0
30188,11103,20170705,精彩点,大军师司马懿之军师联盟,2017-07-05 21:51:09,2017-07-05 22:36:19,11074,2710.0
30189,11103,20170705,精彩点,大军师司马懿之军师联盟,2017-07-05 22:43:58,2017-07-05 23:27:31,11074,2613.0
30190,11103,20170705,精彩点,大军师司马懿之军师联盟,2017-07-05 19:10:38,2017-07-05 19:24:18,11074,820.0
30191,11103,20170705,精彩点,大军师司马懿之军师联盟,2017-07-05 19:05:12,2017-07-05 19:10:39,11074,327.0
30192,11103,20170706,精彩点,大军师司马懿之军师联盟,2017-07-06 09:15:18,2017-07-06 09:42:15,11074,1617.0
30193,11103,20170706,精彩点,大军师司马懿之军师联盟,2017-07-06 09:42:14,2017-07-06 10:25:33,11074,2599.0
30194,11103,20170706,精彩点,人民的名义,2017-07-06 11:41:45,2017-07-06 13:49:40,11074,7675.0
30195,11103,20170706,精彩点,大军师司马懿之军师联盟,2017-07-06 10:45:34,2017-07-06 11:09:28,11074,1434.0
30196,11103,20170706,精彩点,大军师司马懿之军师联盟,2017-07-06 10:25:33,2017-07-06 10:45:01,11074,1168.0
30197,11103,20170706,精彩点,大军师司马懿之军师联盟,2017-07-06 00:10:51,2017-07-06 00:25:59,11074,908.0
30198,11103,20170706,精彩点,大军师司马懿之军师联盟,2017-07-05 23:27:29,2017-07-06 00:10:52,11074,2603.0
30199,11103,20170707,精彩点,师父,2017-07-06 22:23:21,2017-07-07 10:01:13,11074,41872.0
30201,11103,20170712,精彩点,大军师司马懿之军师联盟,2017-07-12 09:36:23,2017-07-12 13:03:13,11074,12410.0
30202,11103,20170712,精彩点,大军师司马懿之军师联盟,2017-07-12 08:53:07,2017-07-12 09:36:25,11074,2598.0
30203,11103,20170714,精彩点,大军师司马懿之军师联盟,2017-07-14 16:25:49,2017-07-14 22:57:32,11074,23503.0
30204,11103,20170726,热点专题,神探狄仁杰,2017-07-26 17:36:04,2017-07-26 17:37:13,11074,69.0
30205,11103,20170726,精彩点,反恐特战队之猎影,2017-07-26 17:37:12,2017-07-26 19:31:06,11074,6834.0
30206,11103,20170726,精彩点,反恐特战队之猎影,2017-07-26 21:14:58,2017-07-26 21:58:53,11074,2635.0
30207,11103,20170726,精彩点,反恐特战队之猎影,2017-07-26 20:34:14,2017-07-26 21:14:50,11074,2436.0
30208,11103,20170726,热点专题,神探狄仁杰,2017-07-26 19:45:30,2017-07-26 19:53:03,11074,453.0
30209,11103,20170726,热点专题,神探狄仁杰,2017-07-26 19:53:58,2017-07-26 20:33:32,11074,2374.0
30210,11103,20170727,精彩点,反恐特战队之猎影,2017-07-26 22:39:17,2017-07-27 16:31:58,11074,64361.0
